Business Corridor,Address,Day,Date,Foot Traffic Volume
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-06-15,1240
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-06-16,2661
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-06-17,3246
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-06-18,3075
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-06-19,641
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-06-20,4594
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-06-21,3207
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-06-22,3903
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-06-23,6021
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-06-24,4210
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-06-25,3634
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-06-26,524
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-06-27,824
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-06-28,1315
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-06-29,2322
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-06-30,5558
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-07-01,4450
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-07-02,6918
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-07-03,1438
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-07-04,1025
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-07-05,2127
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-07-06,4890
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-07-07,2288
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-07-08,7036
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-07-09,3199
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-07-10,3204
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-07-11,3832
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-07-12,3077
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-07-13,3738
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-07-14,5593
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-07-15,6697
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-07-16,2189
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-07-17,1054
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-07-18,720
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-07-19,1792
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-07-20,1224
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-07-21,2510
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-07-22,2949
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-07-23,5499
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-07-24,2274
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-07-25,3658
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-07-26,3266
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-07-27,4385
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-07-28,4807
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-07-29,4974
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-07-30,3193
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-07-31,1475
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-08-01,1882
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-08-02,2977
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-08-03,2577
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-08-04,4092
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-08-05,2077
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-08-06,2947
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-08-07,797
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-08-08,2225
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-08-09,773
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-08-10,4980
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-08-11,2057
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-08-12,5389
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-08-13,3551
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-08-14,2507
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-08-15,3503
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-08-16,2710
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-08-17,1717
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-08-18,2815
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-08-19,1537
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-08-20,1841
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-08-21,1593
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-08-22,2680
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-08-23,1948
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-08-24,4684
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-08-25,6207
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-08-26,2407
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-08-27,6063
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-08-28,4069
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-08-29,4010
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-08-30,1591
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-08-31,1785
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-09-01,4972
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-09-02,4582
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-09-03,3707
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-09-04,3976
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-09-05,4244
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-09-06,4645
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-09-07,2295
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-09-08,3967
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-09-09,3205
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-09-10,1453
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-09-11,666
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-09-12,3866
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-09-13,843
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-09-14,4847
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-09-15,4920
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-09-16,4696
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-09-17,2461
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-09-18,2086
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-09-19,3419
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-09-20,3820
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-09-21,2949
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-09-22,2501
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-09-23,2613
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-09-24,4746
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-09-25,3644
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-09-26,1078
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-09-27,2588
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-09-28,4161
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-09-29,3372
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-09-30,6178
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-10-01,5612
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-10-02,2380
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-10-03,3314
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-10-04,1673
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-10-05,3801
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-10-06,3088
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-10-07,5119
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-10-08,2931
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-10-09,1461
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-10-10,2379
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-10-11,2091
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-10-12,2651
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-10-13,3536
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-10-14,4401
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-10-15,5591
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-10-16,1240
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-10-17,1128
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-10-18,1717
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-10-19,2848
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-10-20,5345
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-10-21,3668
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-10-22,4481
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-10-23,2739
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-10-24,2354
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-10-25,2241
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-10-26,3829
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-10-27,4570
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-10-28,4693
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-10-29,5237
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-10-30,1627
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-10-31,4716
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-11-01,570
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-11-02,1927
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-11-03,5055
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-11-04,4759
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-11-05,933
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-11-06,3133
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-11-07,1334
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-11-08,2432
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-11-09,1537
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-11-10,3910
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-11-11,4960
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-11-12,5748
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-11-13,678
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-11-14,3205
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-11-15,3953
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-11-16,2517
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-11-17,3188
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-11-18,3478
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-11-19,1058
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-11-20,1767
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-11-21,2436
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-11-22,4177
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-11-23,872
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-11-24,2928
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-11-25,4095
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-11-26,2170
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-11-27,3259
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-11-28,2417
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-11-29,2837
Santana Row,"377 Santana Row, San Jose, CA 95128",Thursday,2023-11-30,1350
Santana Row,"377 Santana Row, San Jose, CA 95128",Friday,2023-12-01,3101
Santana Row,"377 Santana Row, San Jose, CA 95128",Saturday,2023-12-02,3114
Santana Row,"377 Santana Row, San Jose, CA 95128",Sunday,2023-12-03,2940
Santana Row,"377 Santana Row, San Jose, CA 95128",Monday,2023-12-04,3519
Santana Row,"377 Santana Row, San Jose, CA 95128",Tuesday,2023-12-05,3845
Santana Row,"377 Santana Row, San Jose, CA 95128",Wednesday,2023-12-06,4576
